ImageId,PredictionString
ID_3a920873a,50 0.162955 -0.0708256 -3.02604 -4.37441 3.167 13.3658 28 0.160594 -0.0949742 -3.08506 -0.835126 3.56616 13.191 28 0.160778 -0.0586105 -3.09493 -3.49745 7.5207 38.4557 51 0.163395 -0.0197836 3.14055 4.09775 5.04164 22.3477 46 0.160777 -0.0401722 -3.09493 0.556011 10.5176 56.2341 16 0.160778 -0.0551355 -3.09492 -1.52529 14.1418 78.0637
ID_81f13ae8a,51 0.204122 -0.0312115 -3.09348 6.02185 4.00933 13.6781 28 0.146108 0.0608322 -3.11476 5.26469 4.6635 18.422 8 0.157875 0.0665341 -3.13055 4.8869 5.34059 24.3172 46 0.145413 3.07811 -3.13209 -10.0947 5.17876 24.7543 66 0.166389 -3.1043 3.13056 -8.58964 5.30078 27.0848 51 0.203399 0.102752 -3.09048 6.75215 3.6975 9.22156 2 0.14541 -3.11212 -3.13209 -9.43691 3.21883 12.3168 46 0.157875 -0.243985 -3.13055 -2.365 26.0524 151.204 46 0.157874 -0.10793 -3.13055 4.1274 12.1955 68.0166
ID_478967a60,66 0.175569 -0.0946798 -3.09974 -2.16506 3.17397 11.0743 28 0.165483 -0.0588746 -3.11233 -4.74229 6.17819 31.3457 70 0.135907 -0.00855252 3.08882 3.64335 3.44877 14.2496 2 0.17557 -0.0085216 -3.09974 -4.47942 1.81968 6.33204 16 0.165483 -0.041385 -3.11233 -3.00442 12.3353 70.0075 46 0.165482 -0.272102 -3.11233 -0.132214 9.15244 49.7858 16 0.165483 -0.0346812 -3.11233 1.8188 19.9454 117.198
ID_d7138a123,35 0.166202 0.0408522 -3.07493 3.33018 6.7285 31.5533 37 0.145088 3.10518 -3.10214 -8.79021 13.4698 78.206 37 0.154171 3.09404 -3.08481 -7.78309 8.04891 46.6333 37 0.132106 3.11481 -3.1328 -10.8494 9.71447 53.5859 35 0.264943 0.437766 -3.08977 -8.20385 5.19461 27.7342 70 0.162262 -3.13879 3.1124 -6.3758 3.30038 12.6915 16 0.145085 -0.00221567 -3.10214 -0.877064 12.1826 69.3616 16 0.145085 0.00802052 -3.10214 1.25153 17.0039 100.653 16 0.145088 -3.11666 -3.10214 -8.6909 18.1395 109.774 16 0.145088 3.06834 -3.10214 -9.17151 11.7463 67.766 50 0.132132 3.06731 -3.1331 -12.2266 9.4372 50.822 9 0.269306 0.747956 -3.12435 -10.269 5.11884 26.1048 46 0.162263 -3.06254 3.1124 -13.4009 3.82964 16.9619
ID_c04178b13,19 0.173948 3.12833 -3.09898 -16.6061 6.91744 39.5146 35 0.137801 3.08853 -3.1039 -15.5974 10.0695 59.0788 16 0.137803 1.69933 -3.10389 5.62878 4.30024 16.8505 46 0.137802 0.0570312 -3.10389 7.12436 6.62468 32.2598 2 0.137802 -1.95994 -3.10389 14.0778 15.5981 88.0738 16 0.137803 -0.0866784 -3.10389 1.90642 7.23846 37.2155 16 0.137803 -0.0187012 -3.10389 -0.345326 8.61307 46.8181 2 0.137803 0.0535732 -3.1039 -3.19847 8.27975 47.0689 16 0.173946 2.94847 -3.09898 -15.0071 7.1411 41.2093 16 0.173952 -3.10241 -3.09898 -15.7005 8.19735 48.1767
ID_bda236c87,28 0.144887 0.000320781 -3.08754 -4.2767 2.63018 9.08626 35 0.146572 -3.11524 -3.12546 -10.8645 7.26389 42.0792 35 0.155771 -3.12126 -3.11427 -14.4493 7.9265 45.3282 8 0.0919208 1.75374 -3.05488 20.7197 8.42049 43.0877 50 0.169665 0.608302 -3.03688 23.0613 11.2271 58.2891 51 0.146468 -1.51884 -3.10425 13.7598 9.24721 48.4874 46 0.146569 -0.0703667 -3.12546 -0.462023 3.01628 11.0632 47 0.17388 1.07751 -3.04408 28.0184 12.7617 65.2466 8 0.156099 1.44737 -3.01748 22.3096 11.1341 58.5773 8 0.163461 0.76038 -3.02738 21.3667 10.8136 58.9644 16 0.163458 1.30285 -3.02738 21.2035 11.3109 62.52 16 0.146465 1.58749 -3.10424 13.6958 12.4762 70.5862
ID_f2c3d1179,23 0.187988 -0.0383792 -3.08261 3.33734 5.41306 21.6114 37 0.230404 -2.17849 -3.11154 -20.2755 5.69303 33.3642 28 0.163602 0.0352712 -3.07252 -25.1493 10.4289 63.3323 46 0.187988 0.0883949 -3.08261 -3.32292 7.44716 39.113 16 0.187987 0.0366949 -3.08261 2.29447 10.6082 56.1213 16 0.163602 -0.0286048 -3.07252 -27.8317 13.9684 84.8212
ID_63d93ffd8,18 0.155733 -0.420425 -2.98184 5.15654 3.27327 7.82332 60 0.0614281 1.79447 2.9927 23.0057 6.87222 30.1122 9 0.0822682 1.6027 -3.05865 17.968 5.9888 24.8196 8 0.120143 1.81185 -3.13899 16.3347 6.04893 27.4657 9 0.153488 1.45122 -3.10847 17.6168 8.38029 40.4315 16 0.15065 -0.0929961 -3.0952 -1.59901 3.70648 14.947 66 0.138316 -0.0488781 -3.07492 -2.99605 11.4509 64.0742 46 0.12014 1.64498 -3.13899 18.7347 6.61511 28.4857 16 0.138316 -0.00938233 -3.07492 -2.94874 6.05248 30.8901 16 0.138316 -0.0106774 -3.07491 0.00629643 8.12799 43.1508 16 0.138314 -3.00263 -3.07491 -14.5057 19.4088 116.748 46 0.138318 -2.31617 -3.07491 -25.566 12.6905 81.4779 46 0.138314 -3.06824 -3.07491 -47.0584 20.5742 130.46
ID_e41ceff1c,40 0.113432 1.59269 -3.09808 -12.1827 3.85948 18.3352 50 0.191949 -0.0375359 -3.05673 -22.4937 8.66769 51.2958 35 0.145104 3.11839 -3.11816 -9.90438 5.28527 25.002 35 0.164971 3.11636 -3.13831 -3.44059 3.41624 12.8795 35 0.171096 3.12738 -3.13169 -3.86409 5.48699 25.402 35 0.175541 0.0342256 -3.04429 5.66463 9.50356 47.2471 23 0.0817192 3.07095 3.12536 -5.50338 15.6222 86.8239 12 0.145812 3.11509 -3.10694 -8.79976 11.7252 65.8256 31 0.180646 -0.857699 -3.03459 -13.9115 4.77446 24.0053 16 0.145108 -1.12667 -3.11817 -11.8008 5.81808 30.3892 16 0.145108 -0.997768 -3.11816 -11.7516 5.89415 31.2589 16 0.145107 -1.53816 -3.11816 -12.5137 7.0745 37.9706 16 0.081724 -0.0358469 3.12537 0.48975 6.40508 31.9649 16 0.175543 -1.47629 -3.04429 9.26773 7.71405 36.6505 16 0.175538 -1.61077 -3.04429 9.76049 9.83769 49.4412 16 0.175541 -0.0289268 -3.0443 5.76259 11.8295 60.9669 16 0.175541 0.042865 -3.04429 5.6956 15.6798 85.5989 16 0.081724 -0.0304291 3.12536 0.116474 12.814 71.3341
ID_c0e303932,71 0.258848 1.57904 -3.09621 7.52465 4.82073 18.6436 16 0.163402 -0.0457859 -3.07613 -3.51655 3.96759 16.6471 28 0.138262 -0.0560148 -3.06466 -7.09814 5.11715 24.4818 16 0.163027 -0.0347395 -3.13171 -11.0509 4.85984 24.5771 28 0.148085 -0.077609 -3.1044 -12.4725 9.40042 51.526 35 0.166031 -0.02487 -3.09591 -5.76118 8.5303 44.4411 16 0.138262 -0.0293771 -3.06466 -12.1612 6.9501 37.1364 46 0.16603 -0.0579287 -3.09592 -3.22005 8.90332 45.4268 46 0.166031 -0.155534 -3.09591 -4.42043 16.9829 95.3336 46 0.16603 -0.0228619 -3.09591 -2.51989 16.1922 87.9234 16 0.166031 -0.00238581 -3.09592 0.375895 10.0911 52.6402 7 0.1659 -0.0608631 -3.09544 -1.36841 25.5834 147.461
ID_27846370b,35 0.182337 0.20358 -3.06182 -1.46097 14.0053 74.3285 50 0.299158 3.06514 -3.08016 -3.49653 14.4585 80.9003 40 0.21013 3.08713 -3.05086 -7.54573 13.958 77.2571 16 0.178132 -3.09014 -3.12889 -6.40478 7.3478 36.7637 16 0.182338 -0.00929316 -3.06181 0.251 4.23495 16.9331 16 0.182338 0.0505635 -3.06182 0.467226 10.6842 55.0204 16 0.178131 1.49972 -3.1289 -19.2818 5.9355 32.2343 6 0.178113 1.24238 -3.12869 -41.4719 19.7076 108.463
ID_e8fc43de6,28 0.147124 -0.00890488 -3.08394 -3.0909 3.4609 13.5116 66 0.176749 -0.422302 -3.0968 10.4658 8.24153 37.508 16 0.176748 -0.18808 -3.09681 9.53245 7.94477 37.1642 16 0.176748 -0.114704 -3.09681 6.39353 10.262 51.539 16 0.176749 -0.56382 -3.09681 9.50132 16.5106 86.708 16 0.176749 0.000382088 -3.09681 -0.663677 8.72358 44.3071 16 0.176749 -0.0290744 -3.09681 -4.00667 9.59273 50.3975 16 0.176748 0.0370025 -3.09681 -2.89893 11.2227 60.1245
ID_eb8739990,51 0.198131 0.187632 -3.11314 -9.33413 4.73946 22.5211 66 0.15266 -2.92008 3.13995 -18.7679 5.50212 32.2144 8 0.208797 -2.90717 -3.12308 -26.3309 8.60749 55.8638 8 0.181755 -2.9153 -3.03964 -21.8097 9.44511 59.9601 16 0.181759 0.247791 -3.03964 -11.6765 8.04204 47.042 16 0.181759 -2.92465 -3.03964 -19.6716 8.1815 50.7583
ID_bb8859b49,51 0.15698 -0.27323 -3.06966 1.46438 4.08269 16.3925 66 0.163118 -0.749223 -3.10642 11.5931 4.99779 18.0779 28 0.139739 -1.08657 -3.10001 12.3595 5.90561 24.5154 60 0.158078 -2.80559 -3.08441 11.4814 10.2808 51.8521 19 0.161385 -3.04535 -3.12921 -18.401 6.15855 36.4111 31 0.129113 -3.08435 -3.06712 -17.8123 6.72211 41.636 8 0.139269 3.13478 -3.07805 -19.5297 8.19171 51.3728 16 0.163117 0.259404 -3.10642 26.6583 8.18525 37.435 16 0.15808 1.79578 -3.0844 13.1043 8.51433 43.4247 16 0.156981 1.50858 -3.06965 3.25024 6.61978 33.1955 2 0.156977 2.48069 -3.06966 8.24844 10.3018 53.915 16 0.139268 0.0708954 -3.07805 -10.6663 10.1733 60.143
ID_bbfa4f7e0,8 0.093619 -0.763719 -3.09363 5.68249 3.28392 11.9987 16 0.157855 -1.13729 -3.06558 18.0775 7.65094 38.5361 18 0.0820724 0.55439 3.12836 24.3535 9.37306 48.0941 9 0.218791 1.99864 3.13599 18.4069 6.24698 28.6374 16 0.0820705 2.04805 3.12835 9.05761 4.51884 18.6131
ID_dd42ed4b9,28 0.106374 0.0207737 -3.08223 -0.356721 4.30134 18.0274 70 0.134879 0.124032 -3.08883 5.95196 4.07906 15.7752 19 0.165338 0.205064 -3.12753 -1.76673 10.5703 54.4694 9 0.174859 0.517286 -3.05773 -7.16644 12.3297 67.2923 35 0.216281 -2.62181 -3.08438 -11.5109 4.92972 24.5457 16 0.18323 3.13599 -3.11458 -10.0696 6.30426 32.2419 46 0.134881 -3.00186 -3.08884 14.8539 7.21388 30.6183 16 0.134876 -2.19864 -3.08883 16.2402 5.90545 23.3673 16 0.183232 -2.37938 -3.11458 -11.9705 8.79398 48.206 16 0.183233 2.17548 -3.11458 -15.2853 11.7 68.8469 16 0.17486 0.0587468 -3.05773 -12.5191 16.22 95.0016 2 0.183232 0.900218 -3.11459 -18.5585 11.9577 70.296
ID_823bcab6b,70 0.144293 0.219131 -3.11333 -6.07655 10.4058 56.0267 70 0.200309 0.988488 -3.13905 -24.097 20.4632 121.708 50 0.0986717 -3.07452 -3.11778 -5.32 3.80342 15.9536 46 0.238958 -2.90228 -3.10636 -17.8337 13.8401 77.3189 27 0.163322 3.02319 3.13444 -19.0947 15.4179 89.9671 16 0.144293 0.288971 -3.11333 -8.75769 12.8884 73.119 16 0.200309 0.173391 -3.13905 -11.816 12.2793 71.1595
ID_70c95088b,70 0.141764 -0.0600422 -3.08772 -3.82707 4.18002 17.4432 16 0.141764 -0.00690462 -3.08771 12.3953 15.9246 90.2623 46 0.141764 0.181947 -3.08772 13.3253 16.3016 90.0352 16 0.141764 -0.0236213 -3.08771 18.7218 16.1532 89.1371 46 0.141764 0.0234375 -3.08771 -0.509753 10.8017 61.9272 46 0.141764 -0.0424099 -3.08771 -4.35232 10.1205 57.6516
ID_76a9d09f8,61 0.159733 0.337474 -3.10414 -8.62686 8.47041 44.7851 76 0.133429 -2.9452 -3.14034 -29.4208 12.8858 76.6672 31 0.13397 -2.95169 -3.10951 -28.1986 11.5054 67.9043 28 0.132292 -2.92657 -3.1209 -21.1249 7.47671 40.9108 71 0.097647 -2.96539 -3.13392 -14.1287 4.79188 22.7176 2 0.159733 0.256424 -3.10414 -25.193 18.5716 112.371 16 0.159732 0.285712 -3.10415 -27.3478 17.1702 104.276 46 0.13397 -2.9456 -3.10951 -34.4851 13.4801 77.6803 70 0.132528 -2.90522 -3.12249 -21.7463 7.03419 37.3855 16 0.0976455 -2.93745 -3.13392 -17.0866 4.81232 23.6396
ID_f2116e806,35 0.155181 -0.0122637 -3.08844 5.78547 4.37325 16.5936 35 0.172033 0.00353459 -3.08138 5.30675 7.45898 35.3898 28 0.159007 0.0546669 -3.13589 5.13345 10.2021 52.6742 70 0.163934 0.0205608 -3.08916 -4.50641 7.22169 36.1629 28 0.150803 0.0257155 -3.08874 -24.5361 7.56909 45.7895 28 0.128935 -0.00110501 -3.11522 -14.6171 7.53951 42.3184 9 0.141437 -0.0171792 -3.09139 -19.2396 11.0044 66.4416 16 0.155181 0.0695456 -3.08845 8.16875 6.03205 27.6169 46 0.15518 -0.489704 -3.08844 6.89303 6.55343 27.9753 16 0.172033 0.0756142 -3.08138 5.17664 6.23341 28.1944 54 0.170743 0.00489568 -3.07778 6.32885 9.77567 47.715 16 0.159007 -0.344923 -3.1359 4.38905 10.5696 55.8636 16 0.159007 -0.37417 -3.13589 4.31953 11.9032 63.9943 16 0.159006 -0.0158035 -3.1359 -3.16051 18.4165 106.423 16 0.150803 0.0351009 -3.08875 -11.8304 3.51199 17.1721 28 0.129955 5.18161e-05 -3.12086 -26.1461 11.6372 71.4966 46 0.141438 0.274256 -3.09139 -24.1104 15.7988 97.9557
ID_36510d4ae,66 0.158994 3.07982 3.11529 -9.45329 3.93493 16.9926 8 0.138225 2.99314 3.12463 -10.4688 5.22016 25.5274 70 0.117276 3.1305 3.13971 -10.7102 7.54249 40.148 14 0.124497 -3.12106 3.11958 -8.71882 7.60355 42.4842 28 0.142993 3.13 -3.12321 -3.28214 5.21664 24.2692 31 0.142993 3.13 -3.12321 -10.5028 13.4846 80.4345 28 0.157526 0.101842 -3.10242 1.0524 7.34641 36.548 70 0.271669 -2.21727 -3.09591 13.4899 4.19742 17.3058 2 0.0752021 0.141782 -3.11242 -11.9596 14.3086 84.3136
ID_765af1a0b,28 0.138269 0.0325104 -3.08868 -4.5567 6.55077 38.2296 66 0.1369 -3.13528 -3.12103 -19.0843 6.09883 38.3707 16 0.138269 -0.0148813 -3.08869 -0.469061 3.74816 17.2503 16 0.138269 0.0258087 -3.08869 -4.33497 8.83343 54.0969 16 0.138269 -0.0089453 -3.08869 -1.12638 10.3992 63.5402 46 0.138269 1.83065 -3.08869 -19.1625 16.7465 110.774 16 0.138269 0.0521428 -3.08868 -4.97366 11.8997 74.0936
ID_a89688b6e,18 0.141896 -2.42892 -3.12622 10.6941 8.29552 35.4532 66 0.195336 2.83372 -3.12524 8.88416 9.13407 41.5598 16 0.195333 2.1096 -3.12524 -11.7681 7.08323 34.7383 46 0.141899 -0.328177 -3.12623 71.742 35.4892 179.448
ID_55ab5415b,70 0.147782 -0.0187259 -3.11379 -6.91194 5.26043 25.6083 46 0.246948 -0.0840769 -3.12693 -6.11248 9.48991 53.682 16 0.246948 -0.0386098 -3.12693 -5.27452 11.7647 68.066
ID_69552ee9c,31 0.156447 -3.10283 -3.10785 -6.91365 6.81872 35.7441 14 0.161767 -3.13327 -3.12476 -7.9142 10.124 58.1969 47 0.125156 -3.02919 -3.04445 -14.4593 16.171 96.7403 16 0.161763 3.14058 -3.12476 -4.97675 9.24508 51.2822 16 0.161766 0.0334081 -3.12476 1.60283 19.9773 117.04
ID_8796a6eb6,37 0.132509 -0.0539082 -3.08743 -5.7979 3.81462 17.0688 66 0.265649 0.903233 3.12142 -10.403 4.79836 23.6764 6 0.132477 3.10534 -3.08735 -13.0142 7.08457 39.1179 16 0.13251 0.0340681 -3.08743 -0.496862 7.04477 35.7573 16 0.13251 -0.0584701 -3.08743 5.07864 11.4286 60.9457 16 0.132509 -0.0233047 -3.08743 0.637687 12.5409 69.5402 16 0.132509 -0.163857 -3.08743 0.430671 15.9508 92.348
ID_5bd6c6f7b,35 0.1653 3.08699 -3.1393 -6.54358 4.33107 18.6341 46 0.153212 3.12956 -3.13605 -6.94909 7.55682 39.69 19 0.141627 -3.09926 -3.12339 -7.6846 10.2453 55.1631 70 0.110257 3.11277 3.08502 -8.34996 13.6761 76.9261 46 0.11026 -0.162024 3.08501 0.689428 6.47786 31.9241 2 0.110259 -0.138073 3.08502 -0.0625913 7.68301 40.4277 46 0.11026 -0.0388289 3.08501 -0.921294 8.8081 48.8045 46 0.110256 3.03649 3.08502 -4.98831 19.1889 111.366 16 0.165304 -2.75678 -3.1393 -10.6057 5.47099 26.8258 2 0.165303 1.98231 -3.13931 -20.0857 11.1218 64.2607
ID_5d688c7cf,66 0.141788 0.0647737 -3.10331 1.15513 11.2078 61.4816 28 0.166723 0.00499973 -3.05761 -26.9563 6.96816 43.0831 28 0.124476 0.0227055 -3.07172 -18.2998 7.36269 43.4523 28 0.0918495 0.0178371 -3.06626 -22.184 7.78328 47.8435 37 0.139264 -0.0239925 -3.10171 -27.4705 12.9285 82.808 46 0.141789 0.0205111 -3.1033 -2.91497 8.66944 47.2842 46 0.141788 0.0842576 -3.1033 -4.48808 24.9694 153.851 16 0.141788 -0.0281668 -3.1033 -6.33745 24.8635 157.621 2 0.124476 -0.134682 -3.07172 -26.7826 9.32783 61.3189 46 0.141789 -0.00570118 -3.1033 -25.6175 24.6652 159.104 16 0.141788 -0.00998336 -3.1033 -24.9972 26.1015 168.198
ID_2a135f4db,31 0.14177 0.132065 -3.05133 -11.0225 3.6439 16.3354 60 0.174389 0.205319 -3.10735 -14.8053 6.09933 31.4585 70 0.18613 0.12134 -3.1387 -11.3889 6.42922 32.6989 51 0.365625 -2.43422 -3.05273 -16.4672 7.52717 41.3175 28 0.151771 0.0481707 -3.09161 -10.8577 7.22674 38.5317 50 0.18798 -0.0445613 3.13403 -8.43138 8.25764 42.7547 32 0.158581 -3.00197 -3.06165 -18.7432 6.34545 33.7816 31 0.00611085 0.115256 -3.01921 -13.2434 13.1981 78.0101 16 0.151772 0.0492341 -3.09161 -10.7188 8.14574 44.6805 46 0.00611084 0.197129 -3.0192 -10.2579 13.585 80.2687 16 0.00611084 0.0616334 -3.01921 0.546377 9.53435 53.351 2 0.00611085 0.0484132 -3.01921 -14.3298 13.176 77.8329 2 0.00611082 0.373502 -3.0192 -11.9197 11.7977 72.2294 46 0.00611084 0.167879 -3.01921 16.3622 23.3988 136.834 16 0.00611083 0.0496803 -3.0192 -8.91032 14.7607 87.4493
ID_457f10d0d,16 0.140394 0.0413178 -3.03801 2.22472 2.90744 9.25345 66 0.101809 -0.0203114 -3.10053 13.6563 9.25341 44.4616 28 0.143326 -0.0484131 -3.08612 11.5363 7.12229 31.9705 37 0.296697 2.35153 -3.06423 9.89818 5.06461 20.5588 51 0.230693 0.00599036 -3.10668 3.61777 6.63442 30.5396 2 0.230693 -0.000256159 -3.10668 -2.37743 6.78654 33.9119 16 0.230692 -0.0819619 -3.10668 0.360888 6.5219 31.8084 16 0.230693 0.211689 -3.10668 -6.2527 20.2958 119.136 16 0.230693 0.0549491 -3.10669 -2.69414 17.5796 102.397 16 0.10181 -0.149881 -3.10052 11.6589 10.0006 51.2376 46 0.10181 0.127805 -3.10053 15.4829 12.2795 60.6696
ID_426219cb0,28 0.130366 -0.0668994 -3.07723 5.81139 6.6312 33.4688 51 0.189148 -0.0193278 -3.1245 21.0485 12.3116 58.3821 16 0.130366 0.0437634 -3.07723 13.0393 10.9233 53.3169 46 0.130367 0.2237 -3.07724 5.65334 16.5579 97.7868 16 0.130367 -0.0300978 -3.07724 5.90132 18.6536 111.046 16 0.130366 0.0603435 -3.07723 -0.973536 10.8437 62.5863 16 0.130367 0.018602 -3.07724 -3.61969 14.6364 88.2681
ID_785e2309f,8 0.0978934 -0.788122 -3.10781 6.18125 4.05883 17.604 16 0.0978933 -0.878314 -3.10781 13.0126 4.66645 18.1857 46 0.0978928 3.12735 -3.10781 -38.6745 10.6442 67.0637 2 0.0978976 2.83626 -3.10781 -25.1049 8.71306 53.3725
ID_9a2a51f1c,7 0.150369 1.42245 -3.06422 18.6842 7.07381 32.6091 16 0.173041 1.72914 -3.08602 17.4345 7.25274 34.3224 16 0.164438 0.00825048 -3.08583 2.47605 6.36032 30.3402 50 0.198685 0.0258989 -3.0588 2.62004 12.1625 66.6005 46 0.272407 3.11586 -3.01635 -9.61398 17.185 98.0799 46 0.150367 2.83933 -3.06422 27.4158 9.84879 43.5643 46 0.150368 1.53045 -3.06421 28.3926 9.61547 42.9588 46 0.15037 2.44411 -3.06422 24.399 9.45438 42.9933 2 0.173039 -2.04168 -3.08602 16.4115 7.33591 34.7992 16 0.198685 -0.0231705 -3.0588 2.65476 8.83422 45.3896 16 0.198684 0.00272899 -3.0588 -0.88173 9.7372 52.2242 46 0.272406 3.12724 -3.01635 -6.07541 17.3907 98.338
ID_5de98ed27,28 0.150566 0.00176887 -3.05927 -3.19352 3.30831 11.3374 7 0.174885 -0.0400542 -3.13688 -3.37329 4.94721 23.3212 28 0.199028 0.0413544 -3.09535 -3.92819 7.74396 39.7096 28 0.124318 -0.0471729 -3.08321 -13.4918 4.60779 23.9944 28 0.112524 -0.0527348 -3.09118 -23.7684 6.54914 41.6416 51 0.169734 -0.0238814 -3.08747 -17.0003 8.94106 54.9724 6 0.128067 -0.0944069 -3.09226 -13.0149 11.5105 70.3381 9 0.128064 -0.112833 3.13454 -16.046 14.7649 96.291 16 0.199027 0.0130805 -3.09536 -0.222429 6.54345 31.3978 2 0.199028 -0.589692 -3.09536 0.0102966 8.36734 44.822 16 0.124317 -0.0450166 -3.0832 -17.2878 5.61599 34.159 16 0.128064 0.0616012 3.13454 -14.6651 15.6268 102.908
ID_7271ae3b6,60 0.163283 -0.00150631 -3.11151 -2.99475 3.72649 15.7782 47 0.156413 0.0205588 -3.09778 0.323613 7.54065 38.314 27 0.117132 -0.299038 -3.11668 6.28153 21.3508 125.094 28 0.100219 0.0101491 -3.04119 -21.2574 3.45177 32.2951 28 0.105047 -0.0219852 -3.02277 -23.6746 6.22346 55.3002 66 0.115332 0.00144681 3.13524 -23.803 8.10789 72.7069 6 0.0566277 -0.0312299 -3.07194 -17.6466 7.27829 64.2156 66 0.0437254 0.0053189 -3.06563 -11.1969 6.53556 56.295 28 0.0666704 -0.0502138 -3.05072 -18.327 14.6481 122.676 16 0.117132 -0.000919714 -3.11668 1.82413 13.7768 77.9093 6 0.0439845 0.155613 -3.06579 -17.369 8.40732 73.8957
ID_dc906a5d2,12 0.183048 -3.09382 3.13293 -9.97442 3.6158 17.3716 23 0.122507 3.10629 3.14156 -10.149 4.61989 20.0043 23 0.137732 -3.07969 -3.08922 -14.1734 6.90902 35.2073 2 0.158601 3.13648 3.12586 -9.55221 5.56347 28.1636 35 0.151554 -3.12593 3.13219 -11.2602 7.58311 40.0929 35 0.140596 3.13171 -3.13527 -8.38956 7.34297 37.8784 8 0.134977 2.9492 3.09901 -13.6372 14.2049 83.6482 16 0.147381 2.4572 -3.13782 19.808 7.6778 35.2467 27 0.127961 2.36498 3.12028 22.0328 9.05074 42.881 66 0.161231 0.00238717 -3.09075 4.19293 7.81757 37.8087 16 0.134983 -3.14124 3.09901 -13.0644 11.5921 66.4041 46 0.134983 -3.09932 3.09901 -12.0498 18.0314 104.951 2 0.12796 -0.863775 3.12028 36.8626 15.6854 76.0295 16 0.127959 -1.05168 3.12028 21.5811 9.45996 46.5092 2 0.12796 -0.654485 3.12028 26.1303 12.8951 65.5543 16 0.12796 -0.281438 3.12028 47.8396 26.759 137.951 46 0.12796 -0.0322863 3.12028 23.5145 16.5679 90.6537 16 0.16123 -0.113841 -3.09076 4.16975 11.0256 59.876 16 0.16123 -0.215417 -3.09076 8.51488 16.3367 91.513 16 0.16123 -0.0531235 -3.09075 3.07983 12.3192 69.8452 46 0.134981 -0.461628 3.09901 -3.37673 18.3729 111.296 16 0.134981 -0.0757663 3.09901 -1.86992 18.791 111.42 46 0.134981 0.768165 3.09901 -0.829417 18.6489 111.445 46 0.16123 0.220992 -3.09075 11.3189 25.4511 149.16 2 0.127961 -0.76884 3.12028 25.9242 16.4632 90.0673
ID_bdd08f0f8,35 0.147209 0.00546736 -3.1371 3.46769 2.95729 7.88633 35 0.139069 2.966 -3.08878 -24.0411 8.16796 44.2265 27 0.115382 3.10412 3.09472 -30.1177 11.2803 65.7659 19 0.155166 -3.10991 -3.08898 -21.7964 11.3336 64.1021 40 0.134554 0.00432137 -3.12617 5.15777 15.3138 86.6502 46 0.115382 3.06445 3.09472 -14.0352 6.44329 32.7116 2 0.155169 2.93354 -3.08898 -20.1948 9.5161 51.5239 46 0.134554 -0.212105 -3.12618 1.87293 18.6417 110.404 46 0.134554 0.0628646 -3.12617 6.30662 26.428 155.419 46 0.134554 -0.119445 -3.12617 -1.2053 30.2073 183.823 46 0.134554 0.104584 -3.12617 -9.27396 41.9905 262.516 46 0.134554 -0.0539527 -3.12617 16.1523 28.4277 164.83
ID_477fc4878,60 0.130704 -0.108802 -3.09392 1.09518 9.32671 47.6617 70 0.158619 0.0536777 -3.07895 7.53222 7.17789 33.8467 8 0.127533 0.0648451 -3.06329 14.0214 5.31359 21.2988 16 0.15856 0.120648 -3.08432 12.4794 6.12664 26.1842 51 0.180626 0.103835 -3.12925 22.1352 8.79276 39.7588 51 0.187591 -0.124954 -3.12214 27.295 12.6311 61.5592 25 0.255657 -0.742426 -3.06764 20.3454 10.3717 50.1721 28 0.130792 0.195027 -3.11425 13.9012 8.99903 42.2965 28 0.144818 0.158147 -3.09867 11.1666 12.86 66.8001 28 0.127243 -0.147207 -3.04408 -22.27 6.24889 35.2358 8 0.178947 -0.166297 -3.11484 -16.8242 6.48721 36.2925 19 0.164033 0.0021109 -3.08783 -8.74447 7.76805 42.0365 16 0.130704 -0.0573401 -3.09392 5.25995 14.7359 80.9793 61 0.130433 0.583308 -3.11258 24.0753 16.3061 83.3535 54 0.143112 0.180209 -3.09326 13.9079 13.7879 70.2475 46 0.164032 -0.0739555 -3.08783 -17.8667 17.3969 102.805
ID_d5e4c6472,50 0.224109 0.0254762 -3.09958 2.72686 7.95452 38.8007 46 0.159561 -2.42807 -3.04789 -15.3829 7.28981 41.164 18 0.251567 1.29568 -3.05218 4.94158 5.12806 20.5534 27 0.125964 -3.10397 -3.07683 15.3087 7.41071 37.2796 60 -0.0377834 2.95884 3.11878 26.3272 11.0717 58.8015 8 0.179481 3.13011 -3.14075 12.005 6.44101 32.6776 12 0.123591 3.1187 -3.08502 -8.70396 16.0336 93.2452 60 0.180824 -2.14404 -3.09403 -15.3311 10.4199 59.7202 35 0.150599 -2.67584 -3.08311 -14.2827 10.3471 60.2608 16 0.224109 0.00726868 -3.09958 -0.146255 4.84513 20.8274 16 0.224109 -0.124999 -3.09958 -0.562851 7.93341 41.258 54 0.223908 -4.44573e-05 -3.0985 2.45199 8.25343 41.5391 16 0.223907 0.0147577 -3.0985 2.00456 9.45291 48.818 46 0.223908 -0.0650794 -3.0985 2.12909 17.2228 91.8655
ID_c3276b70f,16 0.142599 0.0307383 -3.11175 4.01723 4.00206 14.5313 12 0.202611 -3.13805 -3.11175 -12.6316 7.54255 41.1717 35 0.170548 -3.13383 -3.1386 -21.6189 8.70984 46.8014 2 0.142599 -0.0500645 -3.11175 9.04467 8.71928 42.8046 16 0.142599 0.0292389 -3.11175 -0.872579 16.7164 92.2265
